affliations,article_name,authors,doi,email_address,publishing_date,volume,type,author_id
,Solving the Torpedo Scheduling Problem,"Martin Josef Geiger,Lucas Kletzander,Nysret Musliu",https://doi.org/10.1613/jair.1.11303,,,Vol. 66 (2019),article,31
,Xeggora: Exploiting Immune-to-Evidence Symmetries with Full Aggregation in Statistical Relational Models,"Mohammad Mahdi Amirian,Saeed Shiry Ghidary",https://doi.org/10.1613/jair.1.11322,,,Vol. 66 (2019),article,10
,Recognizing Top-Monotonic Preference Profiles in Polynomial Time,"Krzysztof Magiera,Piotr Faliszewski",https://doi.org/10.1613/jair.1.11331,,,Vol. 66 (2019),article,17
,Rationalisation of Profiles of Abstract Argumentation Frameworks: Characterisation and Complexity,"Stéphane Airiau,Elise Bonzon,Ulle Endriss,Nicolas Maudet,Julien Rossit",https://doi.org/10.1613/jair.5436,,,Vol. 60 (2017),article,39
,Probabilistic Description Logics for Subjective Uncertainty,"Victor Gutierrez-Basulto,Jean Christoph Jung,Carsten Lutz,Lutz Schröder",https://doi.org/10.1613/jair.5222,,,Vol. 58 (2017),article,47
,Kernel Contraction and Base Dependence,"Mehrdad Oveisi,James P. Delgrande,Francis Jeffry Pelletier,Fred Popowich",https://doi.org/10.1613/jair.5496,,,Vol. 60 (2017),article,50
,The Computational Complexity of Structure-Based Causality,"Gadi Aleksandrowicz,Hana Chockler,Joseph Y. Halpern,Alexander Ivrii",https://doi.org/10.1613/jair.5229,,,Vol. 58 (2017),article,52
,Dynamic Repositioning to Reduce Lost Demand in Bike Sharing Systems,"Supriyo Ghosh,Pradeep Varakantham,Yossiri Adulyasak,Patrick Jaillet",https://doi.org/10.1613/jair.5308,,,Vol. 58 (2017),article,62
,Using Collective Behavior of Coupled Oscillators for Solving DCOP,"Allan R. Leite,Fabricio Enembreck",https://doi.org/10.1613/jair.1.11468,,,Vol. 64 (2019),article,93
,Conditional Simple Temporal Networks with Uncertainty and Resources,"Carlo Combi,Roberto Posenato,Luca Viganò,Matteo Zavatteri",https://doi.org/10.1613/jair.1.11453,,,Vol. 64 (2019),article,84
,Qualitative Spatial Logics for Buffered Geometries,"Heshan Du,Natasha Alechina",https://doi.org/10.1613/jair.5140,,,Vol. 56 (2016),article,29
,The IBaCoP Planning System: Instance-Based Configured Portfolios,"Isabel Cenamor,Tomás de la Rosa,Fernando Fernández",https://doi.org/10.1613/jair.5080,,,Vol. 56 (2016),article,34
,Datalog+- Ontology Consolidation,"Cristhian Ariel D. Deagustini,Maria Vanina Martinez,Marcelo A. Falappa,Guillermo R. Simari",https://doi.org/10.1613/jair.5131,,,Vol. 56 (2016),article,39
,Lazy Model Expansion: Interleaving Grounding with Search,"Broes De Cat,Marc Denecker,Maurice Bruynooghe,Peter Stuckey",https://doi.org/10.1613/jair.4591,,,Vol. 52 (2015),article,49
,A Study of Proxies for Shapley Allocations of Transport Costs,"Haris Aziz,Casey Cahan,Charles Gretton,Philip Kilby,Nicholas Mattei,Toby Walsh",https://doi.org/10.1613/jair.5021,,,Vol. 56 (2016),article,24
,An Exact Double-Oracle Algorithm for Zero-Sum Extensive-Form Games with Imperfect Information,"B. Bosansky,C. Kiekintveld,V. Lisy,M. Pechoucek",https://doi.org/10.1613/jair.4477,,,Vol. 51 (2014),article,43
,"A Compositional Framework for Grounding Language Inference, Generation, and Acquisition in Video","Haonan Yu,N. Siddharth,Andrei Barbu,Jeffrey Mark Siskind",https://doi.org/10.1613/jair.4556,,,Vol. 52 (2015),article,47
,A Hidden Markov Model-Based Acoustic Cicada Detector for Crowdsourced Smartphone Biodiversity Monitoring,"D. Zilli,O. Parson,G. V. Merrett,A. Rogers",https://doi.org/10.1613/jair.4434,,,Vol. 51 (2014),article,10
,BDD Ordering Heuristics for Classical Planning,"P. Kissmann,J. Hoffmann",https://doi.org/10.1613/jair.4586,,,Vol. 51 (2014),article,28
,Tutorial on Structured Continuous-Time Markov Processes,"C. R. Shelton,G. Ciardo",https://doi.org/10.1613/jair.4415,,,Vol. 51 (2014),article,32
,The Complexity of Answering Conjunctive and Navigational Queries over OWL 2 EL Knowledge Bases,"G. Stefanoni,B. Motik,M. Kroetzsch,S. Rudolph",https://doi.org/10.1613/jair.4457,,,Vol. 51 (2014),article,28
,On Minimum Representations of Matched Formulas,"O. Cepek,S. Gursky,P. Kucera",https://doi.org/10.1613/jair.4517,,,Vol. 51 (2014),article,43
,Using Meta-mining to Support Data Mining Workflow Planning and Optimization,"P. Nguyen,M. Hilario,A. Kalousis",https://doi.org/10.1613/jair.4377,,,Vol. 51 (2014),article,69
,No Agent Left Behind: Dynamic Fair Division of Multiple Resources,"I. Kash,A. D. Procaccia,N. Shah",https://doi.org/10.1613/jair.4405,,,Vol. 51 (2014),article,59
,Iterative Plan Construction for the Workflow Satisfiability Problem,"D. Cohen,J. Crampton,A. Gagarin,G. Gutin,M. Jones",https://doi.org/10.1613/jair.4435,,,Vol. 51 (2014),article,38
,Reasoning about Topological and Cardinal Direction Relations Between 2-Dimensional Spatial Objects,"A. G. Cohn,S. Li,W. Liu,J. Renz",https://doi.org/10.1613/jair.4513,,,Vol. 51 (2014),article,39
,Optimal Scheduling of Contract Algorithms for Anytime Problem-Solving,"A. Lopez-Ortiz,S. Angelopoulos,A. M. Hamel",https://doi.org/10.1613/jair.4360,,,Vol. 51 (2014),article,20
,Push and Rotate: a Complete Multi-agent Pathfinding Algorithm,"B. de Wilde,A. W. ter Mors,C. Witteveen",https://doi.org/10.1613/jair.4447,,,Vol. 51 (2014),article,93
,Scoring Functions Based on Second Level Score for k-SAT with Long Clauses,"S. Cai,C. Luo,K. Su",https://doi.org/10.1613/jair.4480,,,Vol. 51 (2014),article,46
,A Novel SAT-Based Approach to Model Based Diagnosis,"A. Metodi,R. Stern,M. Kalech,M. Codish",https://doi.org/10.1613/jair.4503,,,Vol. 51 (2014),article,38
,Verification of Agent-Based Artifact Systems,"F. Belardinelli,A. Lomuscio,F. Patrizi",https://doi.org/10.1613/jair.4424,,,Vol. 51 (2014),article,38
,Distributed Heuristic Forward Search for Multi-agent Planning,"R. Nissim,R. Brafman",https://doi.org/10.1613/jair.4295,,,Vol. 51 (2014),article,88
,Automaton Plans,"C. Bäckström,A. Jonsson,P. Jonsson",https://doi.org/10.1613/jair.4391,,,Vol. 51 (2014),article,48
,Entrenchment-Based Horn Contraction,"Z. Zhuang,M. Pagnucco",https://doi.org/10.1613/jair.4430,,,Vol. 51 (2014),article,30
,Sensitivity of Diffusion Dynamics to Network Uncertainty,"A. Adiga,C. J. Kuhlman,H. S. Mortveit,A. K. S. Vullikanti",https://doi.org/10.1613/jair.4330,,,Vol. 51 (2014),article,20
,Simple Regret Optimization in Online Planning for Markov Decision Processes,"Z. Feldman,C. Domshlak",https://doi.org/10.1613/jair.4432,,,Vol. 51 (2014),article,49
,Text Rewriting Improves Semantic Role Labeling,"K. Woodsend,M. Lapata",https://doi.org/10.1613/jair.4431,,,Vol. 51 (2014),article,48
,On the Testability of BDI Agent Systems,"M. Winikoff,S. Cranefield",https://doi.org/10.1613/jair.4458,,,Vol. 51 (2014),article,89
,Cooperative Monitoring to Diagnose Multiagent Plans,"R. Micalizio,P. Torasso",https://doi.org/10.1613/jair.4339,,,Vol. 51 (2014),article,43
,"Belief Tracking for Planning with Sensing: Width, Complexity and Approximations","B. Bonet,H. Geffner",https://doi.org/10.1613/jair.4475,,,Vol. 50 (2014),article,38
,Arbitration and Stability in Cooperative Games with Overlapping Coalitions,"Y. Zick,E. Markakis,E. Elkind",https://doi.org/10.1613/jair.4237,,,Vol. 50 (2014),article,84
,Speeding Up Iterative Ontology Alignment using Block-Coordinate Descent,"U. Thayasivam,P. Doshi",https://doi.org/10.1613/jair.4366,,,Vol. 50 (2014),article,48
,Demand Side Energy Management via Multiagent Coordination in Consumer Cooperatives,"A. Veit,Y. Xu,R. Zheng,N. Chakraborty,K. Sycara",https://doi.org/10.1613/jair.4416,,,Vol. 50 (2014),article,42
,Policy Iteration Based on Stochastic Factorization,"A. M. S. Barreto,J. Pineau,D. Precup",https://doi.org/10.1613/jair.4301,,,Vol. 50 (2014),article,93
,Sentiment Analysis of Short Informal Texts,"S. Kiritchenko,X. Zhu,S. M. Mohammad",https://doi.org/10.1613/jair.4272,,,Vol. 50 (2014),article,92
,MDD Propagation for Sequence Constraints,"D. Bergman,A. A. Cire,W. van Hoeve",https://doi.org/10.1613/jair.4199,,,Vol. 50 (2014),article,78
,Planning through Automatic Portfolio Configuration: The PbP Approach,"A. Gerevini,A. Saetti,M. Vallati",https://doi.org/10.1613/jair.4359,,,Vol. 50 (2014),article,56
,Probabilistic Inference in Credal Networks: New Complexity Results,"D. D. Maua,C. P. de Campos,A. Benavoli,A. Antonucci",https://doi.org/10.1613/jair.4355,,,Vol. 50 (2014),article,45
,False-Name Manipulation in Weighted Voting Games is Hard for Probabilistic Polynomial Time,"A. Rey,J. Rothe",https://doi.org/10.1613/jair.4293,,,Vol. 50 (2014),article,35
,Improving Delete Relaxation Heuristics Through Explicitly Represented Conjunctions,"E. Keyder,J. Hoffmann,P. Haslum",https://doi.org/10.1613/jair.4277,,,Vol. 50 (2014),article,58
,Integrating Queueing Theory and Scheduling for Dynamic Scheduling Problems,"D. Terekhov,T. T. Tran,D. G. Down,J.C. Beck",https://doi.org/10.1613/jair.4278,,,Vol. 50 (2014),article,63
,"Monotone Temporal Planning: Tractability, Extensions and Applications","M. Cooper,F. Maris,P. Régnier",https://doi.org/10.1613/jair.4358,,,Vol. 50 (2014),article,40
,A Multivariate Complexity Analysis of Lobbying in Multiple Referenda,"R. Bredereck,J. Chen,S. Hartung,S. Kratsch,R. Niedermeier,O. Suchy,G. J. Woeginger",https://doi.org/10.1613/jair.4285,,,Vol. 50 (2014),article,81
,HC-Search: A Learning Framework for Search-based Structured Prediction,"J.R. Doppa,A. Fern,P. Tadepalli",https://doi.org/10.1613/jair.4212,,,Vol. 50 (2014),article,43
,Game-Theoretic Patrolling with Dynamic Execution Uncertainty and a Case Study on a Real Transit System,"F.M. Delle Fave,A.X. Jiang,Z. Yin,C. Zhang,M. Tambe,S. Kraus,J. P. Sullivan",https://doi.org/10.1613/jair.4317,,,Vol. 50 (2014),article,80
,Property Directed Reachability for Automated Planning,M. Suda,https://doi.org/10.1613/jair.4231,,,Vol. 50 (2014),article,37
,Reconnection with the Ideal Tree: A New Approach to Real-Time Search,"N. Rivera,L. Illanes,J. A. Baier,C. Hernandez",https://doi.org/10.1613/jair.4292,,,Vol. 50 (2014),article,62
,Enhanced Partial Expansion A*,"M. Goldenberg,A. Felner,R. Stern,G. Sharon,N. Sturtevant,R. C. Holte,J. Schaeffer",https://doi.org/10.1613/jair.4171,,,Vol. 50 (2014),article,40
,An Efficient Algorithm for Estimating State Sequences in Imprecise Hidden Markov Models,"J. De Bock,G. de Cooman",https://doi.org/10.1613/jair.4385,,,Vol. 50 (2014),article,48
,Finding Optimal Solutions for Voting Game Design Problems,"B. de Keijzer,T. B. Klos,Y. Zhang",https://doi.org/10.1613/jair.4109,,,Vol. 50 (2014),article,74
,A Decision-Theoretic Model of Assistance,"A. Fern,S. Natarajan,K. Judah,P. Tadepalli",https://doi.org/10.1613/jair.4213,,,Vol. 50 (2014),article,34
,Knowledge Forgetting in Answer Set Programming,"Y. Wang,Y. Zhang,Y. Zhou,M. Zhang",https://doi.org/10.1613/jair.4297,,,Vol. 50 (2014),article,38
,Topic-Based Dissimilarity and Sensitivity Models for Translation Rule Selection,"M. Zhang,X. Xiao,D. Xiong,Q. Liu",https://doi.org/10.1613/jair.4265,,,Vol. 50 (2014),article,29
,Belief Change with Uncertain Action Histories,"Aaron Hunter,James Delgrande",https://doi.org/10.1613/jair.4558,,,Vol. 53 (2015),article,62
,AutoFolio: An Automatically Configured Algorithm Selector,"Marius Lindauer,Holger H. Hoos,Frank Hutter,Torsten Schaub",https://doi.org/10.1613/jair.4726,,,Vol. 53 (2015),article,93
,Mechanisms for Multi-unit Combinatorial Auctions with a Few Distinct Goods,"Piotr Krysta,Orestis Telelis,Carmine Ventre",https://doi.org/10.1613/jair.4587,,,Vol. 53 (2015),article,84
,Tree-Width and the Computational Complexity of MAP Approximations in Bayesian Networks,Johan Kwisthout,https://doi.org/10.1613/jair.4794,,,Vol. 53 (2015),article,29
,"On a Practical,  Integer-Linear Programming Model for Delete-Free Tasks and its Use as a Heuristic for Cost-Optimal Planning","Tatsuya Imai,Alex Fukunaga",https://doi.org/10.1613/jair.4936,,,Vol. 54 (2015),article,34
,Pay-As-You-Go Description Logic Reasoning by Coupling Tableau and Saturation Procedures,"Andreas Steigmiller,Birte Glimm",https://doi.org/10.1613/jair.4897,,,Vol. 54 (2015),article,39
,Compressing Optimal Paths with Run Length Encoding,"Ben Strasser,Adi Botea,Daniel Harabor",https://doi.org/10.1613/jair.4931,,,Vol. 54 (2015),article,49
,Possible and Necessary Winners of Partial Tournaments,"Haris Aziz,Markus Brill,Felix Fischer,Paul Harrenstein,Jerome Lang,Hans Georg Seedig",https://doi.org/10.1613/jair.4856,,,Vol. 54 (2015),article,24
,Continuing Plan Quality Optimisation,"Fazlul Hasan Siddiqui,Patrik Haslum",https://doi.org/10.1613/jair.4980,,,Vol. 54 (2015),article,43
,Weighted Regret-Based Likelihood: A New Approach to Describing Uncertainty,Joseph Y. Halpern,https://doi.org/10.1613/jair.4859,,,Vol. 54 (2015),article,47
,Constraining Information Sharing to Improve Cooperative Information Gathering,"Igor Rochlin,David Sarne",https://doi.org/10.1613/jair.4613,,,Vol. 54 (2015),article,10
,Relations Between Spatial Calculi About Directions and Orientations,"Till Mossakowski,Reinhard Moratz",https://doi.org/10.1613/jair.4631,,,Vol. 54 (2015),article,28
,PAGOdA: Pay-As-You-Go Ontology Query Answering Using a Datalog Reasoner,"Yujiao Zhou,Bernardo Cuenca Grau,Yavor Nenov,Mark Kaminski,Ian Horrocks",https://doi.org/10.1613/jair.4757,,,Vol. 54 (2015),article,32
,Decision Making with Dynamic Uncertain Events,"Meir Kalech,Shulamit Reches",https://doi.org/10.1613/jair.4869,,,Vol. 54 (2015),article,28
,Expressiveness of Two-Valued Semantics for Abstract Dialectical Frameworks,Hannes Strass,https://doi.org/10.1613/jair.4879,,,Vol. 54 (2015),article,43
,Leveraging Online User Feedback to Improve Statistical Machine Translation,"Lluís Formiga,Alberto Barrón-Cedeño,Lluís Màrquez,Carlos A. Henríquez,José B. Mariño",https://doi.org/10.1613/jair.4716,,,Vol. 54 (2015),article,38
,Word vs. Class-Based Word Sense Disambiguation,"Ruben Izquierdo,Armando Suarez,German Rigau",https://doi.org/10.1613/jair.4727,,,Vol. 54 (2015),article,39
,Solving #SAT and MAXSAT by Dynamic Programming,"Sigve Hortemo Sæther,Jan Arne Telle,Martin Vatshelle",https://doi.org/10.1613/jair.4831,,,Vol. 54 (2015),article,20
,Achieving Goals Quickly Using Real-time Search: Experimental Results in Video Games,"Scott Kiesel,Ethan Burns,Wheeler Ruml",https://doi.org/10.1613/jair.4800,,,Vol. 54 (2015),article,93
,Placement of Loading Stations for Electric Vehicles: No Detours Necessary!,"Stefan Funke,Andre Nusser,Sabine Storandt",https://doi.org/10.1613/jair.4688,,,Vol. 53 (2015),article,46
,Knowledge-Based Textual Inference via Parse-Tree Transformations,"Roy Bar-Haim,Ido Dagan,Jonathan Berant",https://doi.org/10.1613/jair.4584,,,Vol. 54 (2015),article,38
,Evolutionary Dynamics of Multi-Agent Learning: A Survey,"Daan Bloembergen,Karl Tuyls,Daniel Hennes,Michael Kaisers",https://doi.org/10.1613/jair.4818,,,Vol. 53 (2015),article,38
,ITSAT: An Efficient SAT-Based Temporal Planner,"Masood Feyzbakhsh Rankooh,Gholamreza Ghassem-Sani",https://doi.org/10.1613/jair.4697,,,Vol. 53 (2015),article,88
,Bypassing Combinatorial Protections: Polynomial-Time Algorithms for Single-Peaked Electorates,"Felix Brandt,Markus Brill,Edith Hemaspaandra,Lane A. Hemaspaandra",https://doi.org/10.1613/jair.4647,,,Vol. 53 (2015),article,48
,Satsisfiability and Systematicity,Matthew L Ginsberg,https://doi.org/10.1613/jair.4684,,,Vol. 53 (2015),article,30
,Approximate Value Iteration with Temporally Extended Actions,"Timothy A. Mann,Shie Mannor,Doina Precup",https://doi.org/10.1613/jair.4676,,,Vol. 53 (2015),article,20
,Regular Path Queries in Lightweight Description Logics: Complexity and Algorithms,"Meghyn Bienvenu,Magdalena Ortiz,Mantas Simkus",https://doi.org/10.1613/jair.4577,,,Vol. 53 (2015),article,49
,Model Theory of XPath on Data Trees. Part I: Bisimulation and Characterization,"Diego Figueira,Santiago Figueira,Carlos Areces",https://doi.org/10.1613/jair.4658,,,Vol. 53 (2015),article,48
,Using Machine Translation to Provide Target-Language Edit Hints in Computer Aided Translation Based on Translation Memories,"Miquel Esplà-Gomis,Felipe Sánchez-Martínez,Mikel L. Forcada",https://doi.org/10.1613/jair.4630,,,Vol. 53 (2015),article,89
,Probabilistic Inference Techniques for Scalable Multiagent Decision Making,"Akshat Kumar,Shlomo Zilberstein,Marc Toussaint",https://doi.org/10.1613/jair.4649,,,Vol. 53 (2015),article,31
,Clause Elimination for SAT and QSAT,"Marijn Heule,Matti Järvisalo,Florian Lonsing,Martina Seidl,Armin Biere",https://doi.org/10.1613/jair.4694,,,Vol. 53 (2015),article,10
,The Ceteris Paribus Structure of Logics of Game Forms,"Davide Grossi,Emiliano Lorini,Francois Schwarzentruber",https://doi.org/10.1613/jair.4666,,,Vol. 53 (2015),article,17
,Learning Relational Event Models from Video,"Krishna S. R. Dubba,Anthony G. Cohn,David C. Hogg,Mehul Bhatt,Frank Dylla",https://doi.org/10.1613/jair.4395,,,Vol. 53 (2015),article,39
,Distributed Evaluation of Nonmonotonic Multi-context Systems,"Minh Dao-Tran,Thomas Eiter,Michael Fink,Thomas Krennwallner",https://doi.org/10.1613/jair.4574,,,Vol. 52 (2015),article,47
,Coactive Learning,"Pannaga Shivaswamy,Thorsten Joachims",https://doi.org/10.1613/jair.4539,,,Vol. 53 (2015),article,50
,Weighted Electoral Control,"Piotr Faliszewski,Edith Hemaspaandra,Lane A. Hemaspaandra",https://doi.org/10.1613/jair.4621,,,Vol. 52 (2015),article,52
,A Case-Based Reasoning Framework to Choose Trust Models for Different E-Marketplace Environments,"Athirai A. Irissappane,Jie Zhang",https://doi.org/10.1613/jair.4595,,,Vol. 52 (2015),article,62
,Modeling the Lifespan of Discourse Entities with Application to Coreference Resolution,"Marie-Catherine de Marneffe,Marta Recasens,Christopher Potts",https://doi.org/10.1613/jair.4565,,,Vol. 52 (2015),article,93
,Computing Convex Coverage Sets for Faster Multi-objective Coordination,"Diederik Marijn Roijers,Shimon Whiteson,Frans A. Oliehoek",https://doi.org/10.1613/jair.4550,,,Vol. 52 (2015),article,84
,Inferring Team Task Plans from Human Meetings: A Generative Modeling Approach with Logic-Based Prior,"Been Kim,Caleb M. Chacha,Julie A. Shah",https://doi.org/10.1613/jair.4496,,,Vol. 52 (2015),article,29
,Scheduling Conservation Designs for Maximum Flexibility via Network Cascade Optimization,"Shan Xue,Alan Fern,Daniel Sheldon",https://doi.org/10.1613/jair.4679,,,Vol. 52 (2015),article,34
,On the Subexponential-Time Complexity of CSP,"Ronald de Haan,Iyad Kanj,Stefan Szeider",https://doi.org/10.1613/jair.4540,,,Vol. 52 (2015),article,39
,Revision by History,Paolo Liberatore,https://doi.org/10.1613/jair.4608,,,Vol. 52 (2015),article,49
,Agnostic Pointwise-Competitive Selective Classification,"Yair Wiener,Ran El-Yaniv",https://doi.org/10.1613/jair.4439,,,Vol. 52 (2015),article,24
,Deterministic Oversubscription Planning as Heuristic Search: Abstractions and Reformulations,"Carmel Domshlak,Vitaly Mirkis",https://doi.org/10.1613/jair.4443,,,Vol. 52 (2015),article,43
,Coherent Predictive Inference under Exchangeability with Imprecise Probabilities,"Gert De Cooman,Jasper De Bock,Márcio Alves Diniz",https://doi.org/10.1613/jair.4490,,,Vol. 52 (2015),article,47
,Exploiting Causality for Selective Belief Filtering in Dynamic Bayesian Networks,"Stefano V. Albrecht,Subramanian Ramamoorthy",https://doi.org/10.1613/jair.5044,,,Vol. 55 (2016),article,10
,Semantic Visualization with Neighborhood Graph Regularization,"Tuan M. V. Le,Hady W. Lauw",https://doi.org/10.1613/jair.4983,,,Vol. 55 (2016),article,28
,Learning Concept Graphs from Online Educational Data,"Hanxiao Liu,Wanli Ma,Yiming Yang,Jaime Carbonell",https://doi.org/10.1613/jair.5002,,,Vol. 55 (2016),article,32
,A Distributed Representation-Based Framework for Cross-Lingual Transfer Parsing,"Jiang Guo,Wanxiang Che,David Yarowsky,Haifeng Wang,Ting Liu",https://doi.org/10.1613/jair.4955,,,Vol. 55 (2016),article,28
,Semi-supervised Learning with Induced Word Senses for State of the Art Word Sense Disambiguation,"Osman Başkaya,David Jurgens",https://doi.org/10.1613/jair.4917,,,Vol. 55 (2016),article,43
,Bilingual Distributed Word Representations from Document-Aligned Comparable Data,"Ivan Vulić,Marie-Francine Moens",https://doi.org/10.1613/jair.4986,,,Vol. 55 (2016),article,69
,Parallel Model-Based Diagnosis on Multi-Core Computers,"Dietmar Jannach,Thomas Schmitz,Kostyantyn Shchekotykhin",https://doi.org/10.1613/jair.5001,,,Vol. 55 (2016),article,186
,Searching for the M Best Solutions in Graphical Models,"Natalia Flerova,Radu Marinescu,Rina Dechter",https://doi.org/10.1613/jair.4985,,,Vol. 55 (2016),article,208
,Knowledge Representation in Probabilistic Spatio-Temporal Knowledge Bases,"Francesco Parisi,John Grant",https://doi.org/10.1613/jair.4883,,,Vol. 55 (2016),article,222
,An Exact Algorithm Based on MaxSAT Reasoning for the Maximum Weight Clique Problem,"Zhiwen Fang,Chu-Min Li,Ke Xu",https://doi.org/10.1613/jair.4953,,,Vol. 55 (2016),article,223
,Combining Two and Three-Way Embedding Models for Link Prediction in Knowledge Bases,"Alberto Garcia-Duran,Antoine Bordes,Nicolas Usunier,Yves Grandvalet",https://doi.org/10.1613/jair.5013,,,Vol. 55 (2016),article,225
,Quadratization and Roof Duality of Markov Logic Networks,"Roderick Sebastiaan de Nijs,Christian Landsiedel,Dirk Wollherr,Martin Buss",https://doi.org/10.1613/jair.5023,,,Vol. 55 (2016),article,235
,Exact Algorithms for MRE Inference,"Xiaoyuan Zhu,Changhe Yuan",https://doi.org/10.1613/jair.4867,,,Vol. 55 (2016),article,248
,Large-Scale Election Campaigns: Combinatorial Shift Bribery,"Robert Bredereck,Piotr Faliszewski,Rolf Niedermeier,Nimrod Talmon",https://doi.org/10.1613/jair.4927,,,Vol. 55 (2016),article,253
,Module Extraction in Expressive Ontology Languages via Datalog Reasoning,"Ana Armas Romero,Mark Kaminski,Bernardo Cuenca Grau,Ian Horrocks",https://doi.org/10.1613/jair.4898,,,Vol. 55 (2016),article,261
,Finding Strategyproof Social Choice Functions via SAT Solving,"Felix Brandt,Christian Geist",https://doi.org/10.1613/jair.4959,,,Vol. 55 (2016),article,265
,Optimally Solving Dec-POMDPs as Continuous-State MDPs,"Jilles Steeve Dibangoye,Christopher Amato,Olivier Buffet,François Charpillet",https://doi.org/10.1613/jair.4623,,,Vol. 55 (2016),article,266
,"Automatic Description Generation from Images: A Survey of Models, Datasets, and Evaluation Measures","Raffaella Bernardi,Ruket Cakici,Desmond Elliott,Aykut Erdem,Erkut Erdem,Nazli Ikizler-Cinbis,Frank Keller,Adrian Muscat,Barbara Plank",https://doi.org/10.1613/jair.4900,,,Vol. 55 (2016),article,272
,Predicting Twitter User Demographics using Distant Supervision from Website Traffic Data,"Aron Culotta,Nirmal Kumar Ravi,Jennifer Cutler",https://doi.org/10.1613/jair.4935,,,Vol. 55 (2016),article,273
,Bayesian Optimization in a Billion Dimensions via Random Embeddings,"Ziyu Wang,Frank Hutter,Masrour Zoghi,David Matheson,Nando de Feitas",https://doi.org/10.1613/jair.4806,,,Vol. 55 (2016),article,292
,Adaptive Contract Design for Crowdsourcing Markets: Bandit Algorithms for Repeated Principal-Agent Problems,"Chien-Ju Ho,Aleksandrs Slivkins,Jennifer Wortman Vaughan",https://doi.org/10.1613/jair.4940,,,Vol. 55 (2016),article,302
,News Across Languages - Cross-Lingual Document Similarity and Event Tracking,"Jan Rupnik,Andrej Muhic,Gregor Leban,Primoz Skraba,Blaz Fortuna,Marko Grobelnik",https://doi.org/10.1613/jair.4780,,,Vol. 55 (2016),article,310
,Synthetic Treebanking for Cross-Lingual Dependency Parsing,"Jörg Tiedemann,Zeljko Agić",https://doi.org/10.1613/jair.4785,,,Vol. 55 (2016),article,318
,Utilisation of Metadata Fields and Query Expansion in Cross-Lingual Search of User-Generated Internet Video,"Ahmad Khwileh,Debasis Ganguly,Gareth J. F. Jones",https://doi.org/10.1613/jair.4775,,,Vol. 55 (2016),article,326
,Effectiveness of Automatic Translations for Cross-Lingual Ontology Mapping,"Mamoun Abu Helou,Matteo Palmonari,Mustafa Jarrar",https://doi.org/10.1613/jair.4789,,,Vol. 55 (2016),article,334
,Distributional Correspondence Indexing for Cross-Lingual and Cross-Domain Sentiment Classification.,"Alejandro Moreo Fernández,Andrea Esuli,Fabrizio Sebastiani",https://doi.org/10.1613/jair.4762,,,Vol. 55 (2016),article,342
,How Translation Alters Sentiment,"Saif M. Mohammad,Mohammad Salameh,Svetlana Kiritchenko",https://doi.org/10.1613/jair.4787,,,Vol. 55 (2016),article,349
,Integrating Rules and Dictionaries from Shallow-Transfer Machine Translation into Phrase-Based Statistical Machine Translation,"Víctor M. Sánchez-Cartagena,Juan Antonio Pérez-Ortiz,Felipe Sánchez-Martínez",https://doi.org/10.1613/jair.4761,,,Vol. 55 (2016),article,357
,Cross-Lingual Bridges with Models of Lexical Borrowing,"Yulia Tsvetkov,Chris Dyer",https://doi.org/10.1613/jair.4786,,,Vol. 55 (2016),article,365
,Introduction to the Special Issue on Cross-Language Algorithms and Applications,"Marta R. Costa-jussà,Srinivas Bangalore,Patrik Lambert,Lluís Màrquez,Elena Montiel-Ponsoda",https://doi.org/10.1613/jair.5022,,,Vol. 55 (2016),article,373
,Time-Sensitive Bayesian Information Aggregation for Crowdsourcing Systems,"Matteo Venanzi,John Guiver,Pushmeet Kohli,Nicholas R. Jennings",https://doi.org/10.1613/jair.5175,,,Vol. 56 (2016),article,381
,Time-Bounded Best-First Search for Reversible and Non-reversible Search Graphs,"Carlos Hernández,Jorge A. Baier,Roberto Asín",https://doi.org/10.1613/jair.5073,,,Vol. 56 (2016),article,88
,Computing Repairs of Inconsistent DL-Programs over EL Ontologies,"Thomas Eiter,Michael Fink,Daria Stepanova",https://doi.org/10.1613/jair.5047,,,Vol. 56 (2016),article,48
,Efficient Mechanism Design for Online Scheduling,"Xujin Chen,Xiaodong Hu,Tie-Yan Liu,Weidong Ma,Tao Qin,Pingzhong Tang,Changjun Wang,Bo Zheng",https://doi.org/10.1613/jair.5100,,,Vol. 56 (2016),article,30
,On the Satisfiability Problem for SPARQL Patterns,"Xiaowang Zhang,Jan Van den Bussche,François Picalausa",https://doi.org/10.1613/jair.5028,,,Vol. 56 (2016),article,20
,DL-Lite Contraction and Revision,"Zhiqiang Zhuang,Zhe Wang,Kewen Wang,Guilin Qi",https://doi.org/10.1613/jair.5050,,,Vol. 56 (2016),article,49
,Generating Models of a Matched Formula With a Polynomial Delay,"Petr Savický,Petr Kučera",https://doi.org/10.1613/jair.4989,,,Vol. 56 (2016),article,48
,Combining the Delete Relaxation with Critical-Path Heuristics: A Direct Characterization,"Maximilian Fickert,Joerg Hoffmann,Marcel Steinmetz",https://doi.org/10.1613/jair.5057,,,Vol. 56 (2016),article,89
,Two Aspects of Relevance in Structured Argumentation: Minimality and Paraconsistency,"Diana Grooters,Henry Prakken",https://doi.org/10.1613/jair.5058,,,Vol. 56 (2016),article,31
